"Day","Hour","Temp","kwh"
"12/27/2014",15,50,131.330243534597
"12/27/2014",16,48.02,56.3471136776725
"12/27/2014",17,46.94,56.3471136776725
"12/27/2014",18,46.04,56.3471136776725
"12/27/2014",19,44.96,50.6871367371064
"12/27/2014",20,44.06,50.6871367371064
"12/27/2014",21,42.98,50.6871367371064
"12/27/2014",22,44.06,50.6871367371064
"12/27/2014",23,42.98,50.6871367371064
"12/28/2014",0,44.96,50.6871367371064
"12/28/2014",1,44.96,50.6871367371064
"12/28/2014",2,44.96,50.6871367371064
"12/28/2014",3,44.96,50.6871367371064
"12/28/2014",4,44.96,50.6871367371064
"12/28/2014",5,44.96,50.6871367371064
"12/28/2014",6,44.96,50.6871367371064
"12/28/2014",7,46.04,95.2555685137027
"12/28/2014",8,46.04,95.2555685137027
"12/28/2014",9,46.94,95.2555685137027
"12/28/2014",10,48.02,95.2555685137027
"12/28/2014",11,48.92,87.4556011579178
"12/28/2014",12,50,87.4556011579178
"12/28/2014",13,51.08,87.4556011579178
"12/28/2014",14,51.98,87.4556011579178
"12/28/2014",15,48.92,87.4556011579178
"12/28/2014",16,46.94,56.3471136776725
"12/28/2014",17,46.94,56.3471136776725
"12/28/2014",18,46.04,56.3471136776725
"12/28/2014",19,44.96,50.6871367371064
"12/28/2014",20,44.06,50.6871367371064
"12/28/2014",21,42.08,50.6871367371064
"12/28/2014",22,41,50.6871367371064
"12/28/2014",23,39.92,50.6871367371064
"12/29/2014",0,39.02,50.6871367371064
"12/29/2014",1,37.94,50.6871367371064
"12/29/2014",2,37.04,50.6871367371064
"12/29/2014",3,35.96,50.6871367371064
"12/29/2014",4,35.96,50.6871367371064
"12/29/2014",5,35.96,50.6871367371064
"12/29/2014",6,35.06,50.6871367371064
"12/29/2014",7,35.06,95.2555685137027
"12/29/2014",8,35.06,95.2555685137027
"12/29/2014",9,39.02,95.2555685137027
"12/29/2014",10,39.92,95.2555685137027
"12/29/2014",11,41,95.2555685137027
"12/29/2014",12,39.92,95.2555685137027
"12/29/2014",13,41,56.3471136776725
"12/29/2014",14,39.92,56.3471136776725
"12/29/2014",15,39.92,56.3471136776725
"12/29/2014",16,39.02,56.3471136776725
"12/29/2014",17,37.94,56.3471136776725
"12/29/2014",18,35.06,56.3471136776725
"12/29/2014",19,33.08,50.6871367371064
"12/29/2014",20,32,50.6871367371064
"12/29/2014",21,30.92,50.6871367371064
"12/29/2014",22,30.92,50.6871367371064
"12/29/2014",23,30.02,50.6871367371064
"12/30/2014",0,28.04,50.6871367371064
"12/30/2014",1,26.96,50.6871367371064
"12/30/2014",2,24.98,50.6871367371064
"12/30/2014",3,24.08,50.6871367371064
"12/30/2014",4,24.08,50.6871367371064
"12/30/2014",5,23,50.6871367371064
"12/30/2014",6,23,50.6871367371064
"12/30/2014",7,23,95.2555685137027
"12/30/2014",8,24.08,95.2555685137027
"12/30/2014",9,24.98,95.2555685137027
"12/30/2014",10,26.06,95.2555685137027
"12/30/2014",11,26.96,95.2555685137027
"12/30/2014",12,28.04,95.2555685137027
"12/30/2014",13,28.94,56.3471136776725
"12/30/2014",14,30.02,56.3471136776725
"12/30/2014",15,28.94,56.3471136776725
"12/30/2014",16,28.04,56.3471136776725
"12/30/2014",17,26.96,56.3471136776725
"12/30/2014",18,26.06,56.3471136776725
"12/30/2014",19,24.98,50.6871367371064
"12/30/2014",20,24.98,50.6871367371064
"12/30/2014",21,24.08,50.6871367371064
"12/30/2014",22,23,50.6871367371064
"12/30/2014",23,21.92,50.6871367371064
"12/31/2014",0,21.02,50.6871367371064
"12/31/2014",1,19.94,50.6871367371064
"12/31/2014",2,19.94,50.6871367371064
"12/31/2014",3,19.94,50.6871367371064
"12/31/2014",4,19.94,50.6871367371064
"12/31/2014",5,19.94,50.6871367371064
"12/31/2014",6,19.94,50.6871367371064
"12/31/2014",7,21.02,95.2555685137027
"12/31/2014",8,24.08,95.2555685137027
"12/31/2014",9,26.06,95.2555685137027
"12/31/2014",10,28.04,95.2555685137027
"12/31/2014",11,28.94,95.2555685137027
"12/31/2014",12,28.94,95.2555685137027
"12/31/2014",13,28.94,56.3471136776725
"12/31/2014",14,28.94,56.3471136776725
"12/31/2014",15,28.04,56.3471136776725
"12/31/2014",16,26.96,56.3471136776725
"12/31/2014",17,26.06,56.3471136776725
"12/31/2014",18,26.06,56.3471136776725
"12/31/2014",19,24.98,50.6871367371064
"12/31/2014",20,24.98,50.6871367371064
"12/31/2014",21,23,50.6871367371064
"12/31/2014",22,21.92,50.6871367371064
"12/31/2014",23,21.92,50.6871367371064
